,full_path,file_name,class_name,feature_array,feature_array_size
0,./Sample-kelapa/data/cut_sample/matang/wav/mtg10a.wav,mtg10a.wav,mature,"[[ 2.00009825e+00 -3.23122781e-01  1.55573374e-02 ...  1.71325016e-02
   1.34066622e-03 -1.35835816e-03]
 [ 2.02122263e+00 -2.93776390e-01  1.84971701e-02 ... -8.70259751e-03
   1.19894178e-02 -5.68463023e-03]
 [ 2.03700220e+00 -3.10501154e-01  1.21652030e-02 ...  1.47597369e-03
   3.91711215e-03  5.68238545e-03]
 ...
 [ 1.35246519e+00 -1.25170233e-01 -4.43595536e-02 ... -1.50804665e-02
   2.19585658e-02  9.37382638e-04]
 [ 1.33225538e+00 -1.34225266e-01 -3.78483511e-02 ... -1.00609288e-02
   2.20542530e-02  2.51733860e-03]
 [ 1.31965770e+00 -1.18918318e-01 -1.37023519e-02 ... -1.28392001e-02
   1.74415350e-02  1.81411136e-02]]","(98, 15)"
1,./Sample-kelapa/data/cut_sample/matang/wav/mtg10b.wav,mtg10b.wav,mature,"[[ 2.03020507e+00 -3.08123169e-01  2.39846089e-02 ...  2.72485162e-02
  -3.98113474e-03  2.33897728e-03]
 [ 2.01855074e+00 -3.29777927e-01 -9.38913831e-03 ... -1.84439069e-03
  -1.01504104e-02  1.55136292e-02]
 [ 2.03659487e+00 -2.85375464e-01  2.73765100e-02 ... -6.82539859e-03
  -7.37529589e-03  2.36165597e-02]
 ...
 [ 1.26827106e+00 -1.30633258e-01 -3.28671651e-02 ... -1.78482500e-02
  -2.95575338e-03  1.41069503e-02]
 [ 1.27004043e+00 -1.60092751e-01 -2.49307532e-02 ...  8.21603088e-03
   6.49256373e-03 -9.64130945e-03]
 [ 1.26492875e+00 -1.75092474e-01 -4.25794645e-02 ... -8.71633058e-03
   1.36885332e-02 -1.74889430e-03]]","(98, 15)"
2,./Sample-kelapa/data/cut_sample/matang/wav/mtg10c.wav,mtg10c.wav,mature,"[[ 2.05320159e+00 -3.09262719e-01  1.03962221e-02 ...  8.98232079e-03
   2.13647500e-02  1.78139143e-03]
 [ 2.02692944e+00 -3.33915695e-01  3.07541391e-02 ...  3.23101237e-02
   1.83323855e-02  1.78769227e-02]
 [ 2.03456280e+00 -3.30492473e-01  3.20866352e-02 ... -1.56133641e-03
  -1.04415283e-02 -4.80291810e-04]
 ...
 [ 1.68172714e+00  3.11150855e-02 -4.14794868e-01 ... -3.75722328e-02
  -6.30303446e-02  9.24257971e-03]
 [ 1.59273563e+00  5.96956033e-02 -3.25155825e-01 ...  1.35318778e-02
  -1.40735859e-02 -3.65931280e-02]
 [ 1.57446987e+00  6.63954818e-02 -3.63823919e-01 ...  7.36321615e-03
  -1.53953048e-02 -4.32583317e-02]]","(98, 15)"
3,./Sample-kelapa/data/cut_sample/matang/wav/mtg11a.wav,mtg11a.wav,mature,"[[ 2.15249776e+00 -2.74588274e-01 -1.02026208e-02 ...  9.45265391e-04
   2.78936233e-02  2.67905141e-02]
 [ 2.15987422e+00 -3.11206085e-01 -4.61252891e-02 ...  1.84480927e-02
  -6.41025373e-03  1.02632101e-02]
 [ 2.17426709e+00 -2.88335677e-01 -3.19292663e-02 ...  2.76781349e-02
   2.95413064e-02  4.49423379e-03]
 ...
 [ 2.42485064e+00 -3.06886670e-01 -5.55023097e-01 ...  1.08257894e-01
  -8.49571868e-02 -3.05204213e-02]
 [ 2.37080730e+00 -2.78281416e-01 -5.41374363e-01 ...  8.32133359e-02
  -6.54520791e-02 -2.32432206e-02]
 [ 2.16546895e+00 -4.17780470e-01 -4.62344100e-01 ...  5.40947942e-02
  -8.71272791e-02 -5.66376126e-03]]","(98, 15)"
4,./Sample-kelapa/data/cut_sample/matang/wav/mtg11b.wav,mtg11b.wav,mature,"[[ 2.08543327e+00 -3.48263053e-01 -2.70085475e-02 ...  2.92677139e-03
  -1.29311841e-02  8.58927896e-03]
 [ 2.07239308e+00 -3.36073351e-01 -1.78916419e-02 ...  1.14898214e-02
   5.14320884e-04  8.95529810e-03]
 [ 2.07475240e+00 -3.36499091e-01 -8.42009351e-03 ...  1.03371758e-02
  -1.30602284e-03  6.66921575e-04]
 ...
 [ 1.77339196e+00 -5.19252443e-01 -1.40483722e-01 ...  5.40362496e-02
  -4.51981232e-02  9.40521763e-02]
 [ 1.25777716e+00 -8.33497046e-02 -1.19374945e-02 ...  1.54748787e-02
  -1.78883479e-03  1.71022619e-02]
 [ 1.24733388e+00 -1.00796751e-01 -2.13744774e-02 ...  3.82645808e-03
  -8.41886037e-03  1.95982848e-02]]","(98, 15)"
5,./Sample-kelapa/data/cut_sample/matang/wav/mtg11c.wav,mtg11c.wav,mature,"[[ 2.17030735e+00 -2.99511133e-01 -3.83391940e-02 ... -6.11385180e-03
  -5.35603584e-03  1.70597164e-02]
 [ 2.17139958e+00 -3.11329884e-01 -3.72250179e-02 ... -1.52362493e-03
  -4.70719613e-03  6.55541379e-03]
 [ 2.18296281e+00 -2.92093601e-01 -3.57487813e-02 ...  9.03217328e-04
  -5.13782691e-03  2.06108592e-02]
 ...
 [ 3.04449183e+00 -3.92230389e-01  1.59495922e-01 ...  1.95806905e-02
   5.68521850e-02  7.96135282e-04]
 [ 2.94988778e+00 -5.96379186e-01  7.96302162e-02 ... -3.58067000e-02
  -1.68116395e-02 -6.96673715e-02]
 [ 2.27667532e+00 -9.90139913e-01  1.03561452e-01 ...  1.91222598e-02
   2.09638863e-02 -4.00544748e-02]]","(98, 15)"
8,./Sample-kelapa/data/cut_sample/matang/wav/mtg12c.wav,mtg12c.wav,mature,"[[ 2.19006599e+00 -3.87716514e-01  1.13678783e-02 ...  4.48951789e-02
  -3.14660351e-02 -9.50857996e-03]
 [ 2.12304016e+00 -3.95219303e-01  7.12593233e-03 ...  2.65075663e-02
  -1.65032477e-02  1.16568637e-03]
 [ 2.13190912e+00 -3.82028085e-01  6.53743242e-03 ...  2.38939104e-02
  -6.14470341e-03 -1.20997490e-03]
 ...
 [ 2.42348731e+00 -3.54590891e-01 -5.12836704e-01 ...  1.25224989e-01
  -4.48918871e-02  8.94349396e-02]
 [ 2.42334337e+00 -3.85313492e-01 -5.00841119e-01 ...  1.14504389e-01
  -4.80261879e-02  9.90932251e-02]
 [ 1.85642713e+00 -3.74909595e-01 -5.84531075e-01 ... -6.32364250e-03
  -6.54689540e-02  6.72711102e-02]]","(98, 15)"
9,./Sample-kelapa/data/cut_sample/matang/wav/mtg13a.wav,mtg13a.wav,mature,"[[ 2.48132845e+00 -5.35641247e-01 -6.59678228e-02 ...  1.11632599e-02
  -2.53905852e-03 -2.38686592e-02]
 [ 2.40990633e+00 -5.04482897e-01 -5.78635082e-02 ...  9.71514810e-03
  -1.46586475e-02 -2.71107127e-02]
 [ 2.40737504e+00 -4.62565486e-01 -2.63199576e-02 ...  7.92492970e-03
  -8.40597549e-03 -2.12135842e-02]
 ...
 [ 3.19698481e+00 -3.55326013e-01  1.07344353e-01 ...  1.45566973e-02
  -2.20229988e-02 -7.51099181e-02]
 [ 3.10856227e+00 -2.80633095e-01  3.36499900e-02 ...  5.36330658e-03
   2.62123648e-02 -3.37818089e-02]
 [ 2.65495943e+00 -3.66021262e-01 -1.61788353e-01 ...  1.11628318e-03
   3.32479215e-02 -1.48427291e-02]]","(98, 15)"
10,./Sample-kelapa/data/cut_sample/matang/wav/mtg13b.wav,mtg13b.wav,mature,"[[ 2.44113720e+00 -4.06566261e-01 -2.39556301e-01 ... -2.16710877e-02
  -5.32058851e-03  3.22417706e-02]
 [ 2.44897533e+00 -4.35440178e-01 -1.98939041e-01 ... -5.41951250e-03
   3.43889547e-03  2.19449991e-02]
 [ 2.35077458e+00 -4.46863446e-01 -1.99916229e-01 ... -3.31772262e-02
  -2.23128893e-02 -7.16306352e-04]
 ...
 [ 2.19585184e+00  5.96436500e-01 -1.07398579e-01 ... -5.44383540e-03
  -6.22269954e-02  2.37642386e-02]
 [ 1.72130787e+00  4.71572471e-01  3.52525119e-01 ... -7.16575622e-02
  -5.00493963e-02  7.47335018e-03]
 [ 1.71619119e+00  4.94030906e-01  3.55187205e-01 ... -6.00740922e-02
  -3.92602042e-02  3.40750329e-02]]","(98, 15)"
11,./Sample-kelapa/data/cut_sample/matang/wav/mtg13c.wav,mtg13c.wav,mature,"[[ 2.02633203e+00 -3.51239720e-01  2.31359349e-02 ...  3.23597885e-03
  -8.55041497e-03  1.17260806e-02]
 [ 2.03732173e+00 -3.22363751e-01  3.96207745e-02 ...  4.15759187e-03
  -1.02464556e-02  8.29800663e-03]
 [ 2.02992058e+00 -3.11727092e-01  2.81616707e-02 ... -4.80655035e-03
  -3.72777311e-03  6.66722269e-04]
 ...
 [ 1.72578245e+00  4.35960574e-01  7.20457935e-02 ... -2.72099748e-02
  -1.13598332e-01 -1.00948840e-01]
 [ 1.74771813e+00  4.62810908e-01  9.37485973e-02 ... -4.02500774e-02
  -1.24295324e-01 -1.01042009e-01]
 [ 1.65626360e+00  3.83261990e-01  1.22723297e-01 ...  4.29612802e-02
  -3.70483289e-02 -1.08691803e-01]]","(98, 15)"
12,./Sample-kelapa/data/cut_sample/matang/wav/mtg14a.wav,mtg14a.wav,mature,"[[ 2.43464722e+00 -5.01010051e-01  1.56948664e-02 ... -1.78299096e-02
  -1.35958980e-03 -2.26973828e-02]
 [ 2.43213683e+00 -4.89058551e-01  6.52076954e-02 ... -1.46697018e-02
  -1.32296739e-02 -1.25585648e-02]
 [ 2.45812301e+00 -5.42122607e-01  4.70567287e-02 ...  1.56789847e-02
   1.50122057e-02 -4.62833743e-02]
 ...
 [ 2.48547214e+00 -8.56405142e-02 -2.30276948e-01 ...  4.58209464e-02
   6.14575216e-02 -8.23874933e-02]
 [ 2.49943946e+00 -7.89219314e-02 -1.92052803e-01 ...  6.24206028e-02
   8.63087706e-02 -8.76753613e-02]
 [ 2.39111703e+00 -1.78256292e-01 -2.57361371e-01 ...  1.47361288e-02
   3.19042109e-02 -8.78408424e-02]]","(98, 15)"
13,./Sample-kelapa/data/cut_sample/matang/wav/mtg14b.wav,mtg14b.wav,mature,"[[ 2.19095379e+00 -3.83324002e-01 -5.81864175e-02 ...  2.39006858e-02
   1.49233853e-02 -3.48375062e-03]
 [ 2.16491183e+00 -3.93961117e-01 -2.50777863e-02 ...  1.96324429e-02
  -5.51303743e-03 -1.09732817e-02]
 [ 2.17205151e+00 -4.08089375e-01 -6.35261073e-02 ...  9.09749121e-03
  -5.29426852e-03 -1.38009372e-04]
 ...
 [ 1.98069976e+00 -1.38990527e-02 -4.06118237e-01 ...  1.32152982e-02
   3.88644912e-02 -6.31137051e-02]
 [ 1.90567780e+00  5.36819058e-02 -3.10760138e-01 ... -2.23900259e-02
   4.03625797e-02 -1.14602034e-02]
 [ 1.95593547e+00  8.05292626e-02 -3.75254130e-01 ... -2.00670063e-02
   5.27032243e-02 -5.73331326e-03]]","(98, 15)"
14,./Sample-kelapa/data/cut_sample/matang/wav/mtg14c.wav,mtg14c.wav,mature,"[[ 2.20234905e+00 -2.96352776e-01 -2.33379047e-02 ... -6.00915263e-03
   1.04820367e-03 -1.54816779e-03]
 [ 2.18921680e+00 -2.90520973e-01  4.18841965e-03 ...  5.55941432e-03
   3.31157926e-03  1.09510171e-02]
 [ 2.19271276e+00 -2.80067136e-01 -2.31513161e-02 ...  8.05197644e-03
  -1.45327438e-04 -1.15529234e-03]
 ...
 [ 2.75563645e+00 -6.61264258e-01 -3.12655469e-01 ...  3.29483103e-02
   6.43793584e-02  5.35647851e-02]
 [ 2.69270674e+00 -6.39365418e-01 -1.65766555e-01 ...  6.93395884e-02
   4.24323381e-02  5.89163317e-02]
 [ 2.61674646e+00 -5.40310664e-01 -3.28491768e-01 ...  7.61694111e-02
   4.92909229e-02  1.04942631e-01]]","(98, 15)"
15,./Sample-kelapa/data/cut_sample/matang/wav/mtg15a.wav,mtg15a.wav,mature,"[[ 2.07684515e+00 -3.78545598e-01  4.97943345e-02 ... -5.73994508e-03
   6.57870043e-03 -1.36625642e-03]
 [ 2.05302651e+00 -3.70722831e-01  2.55532439e-02 ... -9.72164690e-03
   1.06211828e-02  1.47865159e-02]
 [ 2.05961482e+00 -3.28793668e-01  2.23914669e-02 ... -3.47303088e-03
   5.24320773e-03 -7.74355198e-03]
 ...
 [ 1.68116335e+00  8.92684175e-02 -2.93199469e-01 ... -1.96898304e-02
   3.49776546e-02 -6.21051822e-03]
 [ 1.29322207e+00 -1.07176152e-01 -3.49362623e-02 ...  7.92269516e-03
   1.37098155e-03  1.30541797e-02]
 [ 1.28845828e+00 -1.07773278e-01 -4.97499078e-02 ...  1.64408330e-02
  -3.40125270e-03  1.06810900e-02]]","(98, 15)"
18,./Sample-kelapa/data/cut_sample/matang/wav/mtg16a.wav,mtg16a.wav,mature,"[[ 2.13237666e+00 -3.97101104e-01 -4.08771813e-02 ...  3.57994928e-02
   3.36708032e-03 -3.40740543e-02]
 [ 2.13022449e+00 -4.08460317e-01 -3.03085150e-02 ...  3.75994577e-02
  -1.39381000e-04 -3.40633338e-02]
 [ 2.16664795e+00 -4.07288310e-01 -4.07095192e-02 ...  5.85313669e-02
   2.52626152e-02 -1.67744297e-02]
 ...
 [ 2.67745375e+00 -1.21736566e+00 -1.34159516e-01 ... -2.35825777e-02
  -1.56705910e-03  6.79946650e-02]
 [ 2.75798827e+00 -1.25474588e+00 -1.38534732e-01 ...  1.72395883e-02
  -3.11449480e-02  4.95503153e-02]
 [ 2.79199969e+00 -1.25414085e+00 -1.56470065e-01 ...  4.02422106e-02
  -8.90018628e-03  2.58335984e-02]]","(98, 15)"
19,./Sample-kelapa/data/cut_sample/matang/wav/mtg16b.wav,mtg16b.wav,mature,"[[ 2.31711367e+00 -4.73902497e-01 -1.42150992e-01 ...  2.74021687e-02
   9.68932877e-03 -2.66062046e-02]
 [ 2.30824431e+00 -4.70346088e-01 -1.10002777e-01 ...  3.25405709e-02
  -1.53965116e-02 -3.48193825e-02]
 [ 2.38334300e+00 -4.98980771e-01 -1.59415596e-01 ...  5.16200576e-02
   1.61152415e-03 -3.40727005e-02]
 ...
 [ 2.75516254e+00 -6.28670652e-01  8.61989402e-02 ... -5.55505816e-02
  -9.53359662e-02 -4.95846948e-02]
 [ 2.47125820e+00 -3.97636292e-01  8.00786584e-02 ... -1.12086994e-03
  -7.52945030e-02 -8.79960126e-02]
 [ 2.13330671e+00 -2.70819691e-01  3.62053063e-01 ... -3.69279667e-02
  -2.76257443e-02 -8.91630881e-02]]","(98, 15)"
20,./Sample-kelapa/data/cut_sample/matang/wav/mtg16c.wav,mtg16c.wav,mature,"[[ 2.07169095e+00 -3.28866604e-01 -1.16299640e-02 ...  3.55388072e-03
   5.60586248e-03 -4.66454984e-03]
 [ 2.04534113e+00 -3.32474487e-01  1.86591179e-02 ...  2.14274304e-02
   8.37969595e-03 -5.89857353e-03]
 [ 2.03126617e+00 -3.37413628e-01  4.96113490e-03 ...  3.70993850e-02
   6.49704773e-03 -2.20157652e-02]
 ...
 [ 2.14092744e+00  5.08669660e-01 -4.74137646e-02 ... -3.36437849e-02
   2.55430574e-02  3.51130775e-02]
 [ 1.72368543e+00  3.26012841e-01  1.26948906e-01 ...  1.74287811e-02
  -3.02442892e-02 -8.68478701e-02]
 [ 1.30195902e+00 -8.67623221e-02  9.73275641e-03 ... -3.90474765e-04
   7.74996984e-03  9.57449075e-03]]","(98, 15)"
21,./Sample-kelapa/data/cut_sample/matang/wav/mtg17a.wav,mtg17a.wav,mature,"[[ 2.08420395e+00 -3.15136016e-01 -1.97050203e-02 ... -5.30213220e-03
   1.27393267e-02 -2.81143471e-03]
 [ 2.07795843e+00 -2.99624108e-01 -1.97349756e-02 ...  1.61112038e-02
  -9.51365623e-03 -1.28557847e-02]
 [ 2.05932880e+00 -3.25218098e-01 -3.93935540e-05 ...  2.23906229e-02
  -2.19044348e-03  3.45123370e-04]
 ...
 [ 1.80745361e+00 -5.28154844e-01 -3.89836463e-01 ...  5.52712309e-02
   4.86935553e-02 -1.20139157e-01]
 [ 1.77729814e+00 -5.42803510e-01 -4.15336061e-01 ...  5.59080209e-02
   4.11215004e-02 -9.90609482e-02]
 [ 1.80772295e+00 -5.66602085e-01 -4.33771279e-01 ...  3.02530268e-02
   3.74936646e-02 -9.40501877e-02]]","(98, 15)"
22,./Sample-kelapa/data/cut_sample/matang/wav/mtg17b.wav,mtg17b.wav,mature,"[[ 2.10094390e+00 -4.00683702e-01  3.75502459e-03 ...  1.31657116e-03
   1.89674038e-02 -2.70755463e-02]
 [ 2.18897480e+00 -4.18855171e-01  1.12238699e-02 ...  3.30854483e-03
   2.70604268e-02 -4.94923863e-02]
 [ 2.17945717e+00 -4.62432177e-01  7.41923848e-03 ... -1.63974487e-02
   3.42387962e-02 -3.99417914e-02]
 ...
 [ 2.83811358e+00 -1.04774570e+00 -3.84419037e-01 ... -7.30966841e-03
   2.72427210e-02 -7.19237029e-02]
 [ 2.91380661e+00 -1.07468277e+00 -4.12855778e-01 ...  2.12028331e-02
   7.12966615e-03 -7.90913670e-02]
 [ 2.64178290e+00 -1.23307722e+00 -1.71264112e-01 ...  3.45736398e-02
   1.62695906e-02 -4.95751589e-02]]","(98, 15)"
23,./Sample-kelapa/data/cut_sample/matang/wav/mtg17c.wav,mtg17c.wav,mature,"[[ 2.16436437 -0.31611014 -0.05125721 ...  0.03513191  0.03144828
  -0.0230291 ]
 [ 2.16902449 -0.34311484 -0.090758   ...  0.02487543  0.03085074
  -0.02964947]
 [ 2.18738025 -0.3609731  -0.10349979 ...  0.02898428  0.04287516
  -0.02484919]
 ...
 [ 2.22390969 -1.15210061  0.0847788  ... -0.08253922 -0.01275136
   0.08082958]
 [ 2.16305554 -1.12282143  0.09847311 ... -0.05510047 -0.01362992
   0.08707727]
 [ 1.87122859 -0.88952828  0.07747242 ... -0.00704032  0.04028982
   0.011     ]]","(98, 15)"
24,./Sample-kelapa/data/cut_sample/matang/wav/mtg18a.wav,mtg18a.wav,mature,"[[ 2.23624060e+00 -4.25797756e-01  5.82874296e-02 ...  5.98503815e-03
   7.39496295e-03  3.55420005e-03]
 [ 2.35901679e+00 -2.99174968e-01  2.18967935e-02 ...  1.64756802e-03
  -1.69353034e-03 -1.80392922e-03]
 [ 2.35048001e+00 -2.86431618e-01  2.26227070e-02 ... -1.05263549e-03
  -8.39047295e-03  7.02367535e-03]
 ...
 [ 2.66097716e+00 -7.82971061e-01 -2.71307938e-01 ... -7.12248516e-02
  -3.83123783e-02 -5.28391917e-02]
 [ 2.01757806e+00 -8.01553697e-01 -5.94049680e-02 ... -7.10056800e-02
  -7.72308654e-03  4.47207401e-02]
 [ 1.49561162e+00 -3.42233400e-01  4.58326708e-03 ... -1.41945159e-02
  -8.89837338e-03 -4.74169905e-03]]","(98, 15)"
