,full_path,file_name,class_name,feature_array,feature_array_size
0,./Sample-kelapa/data/cut_sample/matang/wav/mtg10a.wav,mtg10a.wav,mature,"[[ 2.00009825e+00 -3.23122781e-01  1.55573374e-02 ...  2.93691381e-03
  -1.54936636e-02  7.45708374e-03]
 [ 2.02122263e+00 -2.93776390e-01  1.84971701e-02 ...  4.16707940e-03
   1.60843270e-02  1.06995075e-02]
 [ 2.03700220e+00 -3.10501154e-01  1.21652030e-02 ... -5.18091721e-05
   1.61588609e-02  2.53072151e-03]
 ...
 [ 1.35246519e+00 -1.25170233e-01 -4.43595536e-02 ...  3.20934244e-03
  -8.04036446e-03  4.49302757e-04]
 [ 1.33225538e+00 -1.34225266e-01 -3.78483511e-02 ...  8.19235217e-03
  -4.64940952e-03 -7.80822598e-03]
 [ 1.31965770e+00 -1.18918318e-01 -1.37023519e-02 ...  3.13759511e-02
  -2.59051544e-03 -1.57155421e-03]]","(98, 18)"
1,./Sample-kelapa/data/cut_sample/matang/wav/mtg10b.wav,mtg10b.wav,mature,"[[ 2.03020507e+00 -3.08123169e-01  2.39846089e-02 ...  7.88719984e-03
   1.48739254e-02 -1.37635767e-02]
 [ 2.01855074e+00 -3.29777927e-01 -9.38913831e-03 ...  2.93093401e-02
  -6.35590888e-03 -8.14023949e-03]
 [ 2.03659487e+00 -2.85375464e-01  2.73765100e-02 ...  1.07293428e-02
  -7.55923048e-03 -6.84795529e-03]
 ...
 [ 1.26827106e+00 -1.30633258e-01 -3.28671651e-02 ...  1.06713922e-02
   3.13908271e-03  1.65011328e-03]
 [ 1.27004043e+00 -1.60092751e-01 -2.49307532e-02 ...  6.54112452e-03
   1.25811533e-03  4.89580099e-04]
 [ 1.26492875e+00 -1.75092474e-01 -4.25794645e-02 ... -7.86498284e-03
  -1.43729513e-02 -8.87156394e-03]]","(98, 18)"
2,./Sample-kelapa/data/cut_sample/matang/wav/mtg10c.wav,mtg10c.wav,mature,"[[ 2.05320159e+00 -3.09262719e-01  1.03962221e-02 ...  1.16415080e-02
  -6.31641415e-03  2.26671068e-02]
 [ 2.02692944e+00 -3.33915695e-01  3.07541391e-02 ...  5.81789846e-03
  -6.98168967e-03 -1.15675645e-02]
 [ 2.03456280e+00 -3.30492473e-01  3.20866352e-02 ...  1.75307155e-02
   3.83043139e-03  1.06798665e-02]
 ...
 [ 1.68172714e+00  3.11150855e-02 -4.14794868e-01 ...  2.38761344e-02
  -1.03891042e-02  3.47416345e-02]
 [ 1.59273563e+00  5.96956033e-02 -3.25155825e-01 ... -2.22683375e-03
   3.36589487e-02  2.36974661e-02]
 [ 1.57446987e+00  6.63954818e-02 -3.63823919e-01 ... -1.65489706e-03
   4.50947936e-02  2.84305588e-02]]","(98, 18)"
3,./Sample-kelapa/data/cut_sample/matang/wav/mtg11a.wav,mtg11a.wav,mature,"[[ 2.15249776e+00 -2.74588274e-01 -1.02026208e-02 ...  2.02792047e-03
  -1.55323547e-02  1.08056083e-02]
 [ 2.15987422e+00 -3.11206085e-01 -4.61252891e-02 ...  3.02996750e-04
  -9.58369098e-03 -7.23101282e-03]
 [ 2.17426709e+00 -2.88335677e-01 -3.19292663e-02 ...  7.39165420e-03
  -1.76888574e-02  1.29739126e-03]
 ...
 [ 2.42485064e+00 -3.06886670e-01 -5.55023097e-01 ... -6.54016175e-02
  -4.02349844e-02  2.98005913e-02]
 [ 2.37080730e+00 -2.78281416e-01 -5.41374363e-01 ... -7.01230514e-02
  -5.76456487e-02  1.43748708e-02]
 [ 2.16546895e+00 -4.17780470e-01 -4.62344100e-01 ...  5.38454420e-03
   2.20057002e-02  5.68294547e-02]]","(98, 18)"
4,./Sample-kelapa/data/cut_sample/matang/wav/mtg11b.wav,mtg11b.wav,mature,"[[ 2.08543327e+00 -3.48263053e-01 -2.70085475e-02 ... -1.09592446e-02
  -9.88233316e-03 -2.74266112e-03]
 [ 2.07239308e+00 -3.36073351e-01 -1.78916419e-02 ...  1.74369943e-02
  -5.41264056e-03 -3.42913134e-03]
 [ 2.07475240e+00 -3.36499091e-01 -8.42009351e-03 ...  7.46274675e-03
  -2.82004230e-03  3.03899478e-03]
 ...
 [ 1.77339196e+00 -5.19252443e-01 -1.40483722e-01 ... -3.52381516e-02
  -6.06049673e-02  5.20421457e-02]
 [ 1.25777716e+00 -8.33497046e-02 -1.19374945e-02 ...  8.57564730e-03
  -1.15608430e-02 -6.64625538e-03]
 [ 1.24733388e+00 -1.00796751e-01 -2.13744774e-02 ...  5.96550789e-03
   3.18145454e-03 -1.57173973e-03]]","(98, 18)"
5,./Sample-kelapa/data/cut_sample/matang/wav/mtg11c.wav,mtg11c.wav,mature,"[[ 2.17030735e+00 -2.99511133e-01 -3.83391940e-02 ...  7.67843747e-03
  -4.06830188e-03 -1.37579117e-02]
 [ 2.17139958e+00 -3.11329884e-01 -3.72250179e-02 ...  9.82857400e-04
   4.39574806e-03 -2.11975025e-03]
 [ 2.18296281e+00 -2.92093601e-01 -3.57487813e-02 ...  2.03212507e-02
   1.30709653e-02 -2.66993784e-03]
 ...
 [ 3.04449183e+00 -3.92230389e-01  1.59495922e-01 ... -4.09374377e-02
  -1.38316999e-02 -2.28110626e-02]
 [ 2.94988778e+00 -5.96379186e-01  7.96302162e-02 ... -6.85107200e-02
  -3.70603267e-02 -5.38114918e-02]
 [ 2.27667532e+00 -9.90139913e-01  1.03561452e-01 ...  2.12731390e-03
   3.73704015e-02  6.42606067e-03]]","(98, 18)"
8,./Sample-kelapa/data/cut_sample/matang/wav/mtg12c.wav,mtg12c.wav,mature,"[[ 2.19006599e+00 -3.87716514e-01  1.13678783e-02 ...  3.49764641e-02
   1.71034721e-02 -3.74981665e-03]
 [ 2.12304016e+00 -3.95219303e-01  7.12593233e-03 ...  2.84354965e-02
  -2.38143435e-04 -1.94158136e-02]
 [ 2.13190912e+00 -3.82028085e-01  6.53743242e-03 ...  2.85488923e-02
  -1.96336514e-02 -2.51742841e-02]
 ...
 [ 2.42348731e+00 -3.54590891e-01 -5.12836704e-01 ... -1.29297886e-03
  -4.45642339e-03  1.72148733e-02]
 [ 2.42334337e+00 -3.85313492e-01 -5.00841119e-01 ...  2.14888975e-02
  -1.31703248e-02  1.97674055e-02]
 [ 1.85642713e+00 -3.74909595e-01 -5.84531075e-01 ...  1.68596157e-02
  -1.62120280e-02  2.08098802e-03]]","(98, 18)"
9,./Sample-kelapa/data/cut_sample/matang/wav/mtg13a.wav,mtg13a.wav,mature,"[[ 2.48132845e+00 -5.35641247e-01 -6.59678228e-02 ...  9.32329108e-04
   2.17723605e-02  4.17447985e-03]
 [ 2.40990633e+00 -5.04482897e-01 -5.78635082e-02 ...  2.33999874e-02
   3.91837892e-02  5.91049809e-03]
 [ 2.40737504e+00 -4.62565486e-01 -2.63199576e-02 ...  7.43561017e-03
   1.78663195e-02  3.31775425e-03]
 ...
 [ 3.19698481e+00 -3.55326013e-01  1.07344353e-01 ... -2.43692246e-02
  -1.42671930e-02  4.37499154e-02]
 [ 3.10856227e+00 -2.80633095e-01  3.36499900e-02 ...  4.99013138e-02
   2.56389927e-02  2.68036002e-02]
 [ 2.65495943e+00 -3.66021262e-01 -1.61788353e-01 ...  6.01269591e-02
   6.90628226e-02  2.62857039e-02]]","(98, 18)"
10,./Sample-kelapa/data/cut_sample/matang/wav/mtg13b.wav,mtg13b.wav,mature,"[[ 2.44113720e+00 -4.06566261e-01 -2.39556301e-01 ...  1.95195219e-02
  -2.18084434e-03  4.40378283e-04]
 [ 2.44897533e+00 -4.35440178e-01 -1.98939041e-01 ...  1.41933769e-02
  -7.29862214e-03  4.73433314e-03]
 [ 2.35077458e+00 -4.46863446e-01 -1.99916229e-01 ... -9.30730138e-03
   4.50597377e-03  1.81201853e-02]
 ...
 [ 2.19585184e+00  5.96436500e-01 -1.07398579e-01 ...  5.57681941e-02
  -2.00220554e-02  1.02982695e-02]
 [ 1.72130787e+00  4.71572471e-01  3.52525119e-01 ...  3.82822429e-02
   3.97464723e-02  9.09696061e-03]
 [ 1.71619119e+00  4.94030906e-01  3.55187205e-01 ...  7.33219515e-02
   7.58176429e-02  4.48264136e-02]]","(98, 18)"
11,./Sample-kelapa/data/cut_sample/matang/wav/mtg13c.wav,mtg13c.wav,mature,"[[ 2.02633203e+00 -3.51239720e-01  2.31359349e-02 ...  1.09913835e-02
   1.98330899e-03  1.14042056e-02]
 [ 2.03732173e+00 -3.22363751e-01  3.96207745e-02 ...  2.68552193e-02
   1.03442479e-02  8.91969748e-03]
 [ 2.02992058e+00 -3.11727092e-01  2.81616707e-02 ... -4.85892348e-03
   3.51876095e-03  7.82890933e-03]
 ...
 [ 1.72578245e+00  4.35960574e-01  7.20457935e-02 ... -3.27492900e-02
   5.82347024e-03 -1.77305998e-02]
 [ 1.74771813e+00  4.62810908e-01  9.37485973e-02 ... -3.34033932e-02
  -2.17515396e-02 -4.40534617e-02]
 [ 1.65626360e+00  3.83261990e-01  1.22723297e-01 ... -1.16024240e-01
  -5.99947413e-02  1.25836529e-02]]","(98, 18)"
