,full_path,file_name,class_name,feature_array,feature_array_size
0,./Sample-kelapa/data/cut_sample/matang/wav/mtg10a.wav,mtg10a.wav,mature,"[[ 2.00009825e+00 -3.23122781e-01  1.55573374e-02 ... -1.13237106e-02
  -8.56242748e-03 -5.87987160e-03]
 [ 2.02122263e+00 -2.93776390e-01  1.84971701e-02 ... -7.76661364e-03
   3.12178818e-03  3.10964858e-03]
 [ 2.03700220e+00 -3.10501154e-01  1.21652030e-02 ... -1.71468092e-02
  -5.28629009e-03 -1.43559392e-02]
 ...
 [ 1.35246519e+00 -1.25170233e-01 -4.43595536e-02 ... -7.30078258e-03
   1.05481829e-02  5.45028900e-03]
 [ 1.33225538e+00 -1.34225266e-01 -3.78483511e-02 ... -2.26376687e-03
  -4.18585697e-03 -1.02811110e-02]
 [ 1.31965770e+00 -1.18918318e-01 -1.37023519e-02 ... -5.69661897e-03
  -1.61694861e-03 -5.81880735e-03]]","(98, 21)"
1,./Sample-kelapa/data/cut_sample/matang/wav/mtg10b.wav,mtg10b.wav,mature,"[[ 2.03020507e+00 -3.08123169e-01  2.39846089e-02 ... -1.19078718e-02
   3.01224391e-03 -1.56600956e-02]
 [ 2.01855074e+00 -3.29777927e-01 -9.38913831e-03 ...  1.42220806e-02
   1.36012455e-02 -3.16740020e-03]
 [ 2.03659487e+00 -2.85375464e-01  2.73765100e-02 ...  1.56739553e-02
   3.91147087e-03 -2.43755075e-02]
 ...
 [ 1.26827106e+00 -1.30633258e-01 -3.28671651e-02 ...  1.58796628e-03
   5.86841421e-05 -6.60447371e-03]
 [ 1.27004043e+00 -1.60092751e-01 -2.49307532e-02 ... -1.61530865e-03
   5.62064881e-03 -6.44921555e-03]
 [ 1.26492875e+00 -1.75092474e-01 -4.25794645e-02 ...  5.75371683e-03
   1.17476484e-02 -1.61344646e-02]]","(98, 21)"
2,./Sample-kelapa/data/cut_sample/matang/wav/mtg10c.wav,mtg10c.wav,mature,"[[ 2.05320159e+00 -3.09262719e-01  1.03962221e-02 ...  7.46013267e-03
  -3.07120804e-03 -4.43834645e-03]
 [ 2.02692944e+00 -3.33915695e-01  3.07541391e-02 ... -7.38955092e-03
  -7.10271911e-04 -3.70039579e-03]
 [ 2.03456280e+00 -3.30492473e-01  3.20866352e-02 ...  1.58052763e-02
   7.98963771e-03 -2.44348593e-02]
 ...
 [ 1.68172714e+00  3.11150855e-02 -4.14794868e-01 ...  5.56869732e-02
  -3.95531604e-03 -6.20316878e-02]
 [ 1.59273563e+00  5.96956033e-02 -3.25155825e-01 ...  1.88619732e-02
   2.71433587e-02 -2.15287428e-02]
 [ 1.57446987e+00  6.63954818e-02 -3.63823919e-01 ...  8.86536406e-03
   1.93314999e-02 -2.28165538e-02]]","(98, 21)"
3,./Sample-kelapa/data/cut_sample/matang/wav/mtg11a.wav,mtg11a.wav,mature,"[[ 2.15249776 -0.27458827 -0.01020262 ... -0.00622839  0.01634961
  -0.0138101 ]
 [ 2.15987422 -0.31120609 -0.04612529 ... -0.00762671 -0.01067671
  -0.02905866]
 [ 2.17426709 -0.28833568 -0.03192927 ... -0.0041283   0.01923173
   0.0106067 ]
 ...
 [ 2.42485064 -0.30688667 -0.5550231  ... -0.03263421  0.02830929
  -0.01082433]
 [ 2.3708073  -0.27828142 -0.54137436 ... -0.01866865  0.04341255
  -0.01508085]
 [ 2.16546895 -0.41778047 -0.4623441  ...  0.00538819  0.02487272
  -0.06902107]]","(98, 21)"
4,./Sample-kelapa/data/cut_sample/matang/wav/mtg11b.wav,mtg11b.wav,mature,"[[ 2.08543327e+00 -3.48263053e-01 -2.70085475e-02 ...  1.17630213e-02
   1.26394892e-02 -9.32348930e-03]
 [ 2.07239308e+00 -3.36073351e-01 -1.78916419e-02 ... -5.80580197e-03
   1.39360318e-02 -1.25028540e-02]
 [ 2.07475240e+00 -3.36499091e-01 -8.42009351e-03 ...  1.38025009e-02
   4.11367609e-05 -7.00758706e-03]
 ...
 [ 1.77339196e+00 -5.19252443e-01 -1.40483722e-01 ... -9.00733044e-03
   1.94133711e-02 -5.89117716e-02]
 [ 1.25777716e+00 -8.33497046e-02 -1.19374945e-02 ... -7.96864703e-03
   5.13790304e-03 -4.76269654e-03]
 [ 1.24733388e+00 -1.00796751e-01 -2.13744774e-02 ... -2.07637592e-02
   1.91533622e-03 -2.20278959e-02]]","(98, 21)"
5,./Sample-kelapa/data/cut_sample/matang/wav/mtg11c.wav,mtg11c.wav,mature,"[[ 2.17030735e+00 -2.99511133e-01 -3.83391940e-02 ... -1.27138885e-02
  -4.59075586e-04  8.89128922e-03]
 [ 2.17139958e+00 -3.11329884e-01 -3.72250179e-02 ... -7.71895837e-03
   5.00810131e-03 -5.62169464e-03]
 [ 2.18296281e+00 -2.92093601e-01 -3.57487813e-02 ...  1.27428799e-03
   9.11921069e-03 -6.94674852e-03]
 ...
 [ 3.04449183e+00 -3.92230389e-01  1.59495922e-01 ... -1.41549868e-02
  -6.58789431e-03 -4.06598098e-02]
 [ 2.94988778e+00 -5.96379186e-01  7.96302162e-02 ... -6.80230243e-02
  -3.68570958e-02 -7.29682041e-02]
 [ 2.27667532e+00 -9.90139913e-01  1.03561452e-01 ... -2.28173163e-02
   8.22496538e-03 -3.32419031e-03]]","(98, 21)"
8,./Sample-kelapa/data/cut_sample/matang/wav/mtg12c.wav,mtg12c.wav,mature,"[[ 2.19006599e+00 -3.87716514e-01  1.13678783e-02 ... -4.33158967e-03
   2.69787320e-03 -9.98185526e-03]
 [ 2.12304016e+00 -3.95219303e-01  7.12593233e-03 ... -2.73113721e-03
  -1.33304292e-03 -1.23332911e-02]
 [ 2.13190912e+00 -3.82028085e-01  6.53743242e-03 ... -1.99091117e-02
  -8.37457724e-03  5.31051983e-03]
 ...
 [ 2.42348731e+00 -3.54590891e-01 -5.12836704e-01 ... -4.67618031e-02
  -3.10539713e-03 -1.21441692e-01]
 [ 2.42334337e+00 -3.85313492e-01 -5.00841119e-01 ... -6.08008529e-02
  -6.74752208e-03 -1.09815713e-01]
 [ 1.85642713e+00 -3.74909595e-01 -5.84531075e-01 ... -7.24458955e-02
   2.21986290e-02  2.37353156e-02]]","(98, 21)"
9,./Sample-kelapa/data/cut_sample/matang/wav/mtg13a.wav,mtg13a.wav,mature,"[[ 2.48132845 -0.53564125 -0.06596782 ... -0.025478    0.00739512
  -0.02498478]
 [ 2.40990633 -0.5044829  -0.05786351 ... -0.01747756  0.01868582
  -0.02057301]
 [ 2.40737504 -0.46256549 -0.02631996 ... -0.00612758  0.01228493
  -0.01939922]
 ...
 [ 3.19698481 -0.35532601  0.10734435 ...  0.01504133 -0.00734468
  -0.01115768]
 [ 3.10856227 -0.28063309  0.03364999 ...  0.01324037  0.00559676
   0.00440303]
 [ 2.65495943 -0.36602126 -0.16178835 ... -0.00467467  0.01040341
   0.01645641]]","(98, 21)"
10,./Sample-kelapa/data/cut_sample/matang/wav/mtg13b.wav,mtg13b.wav,mature,"[[ 2.44113720e+00 -4.06566261e-01 -2.39556301e-01 ... -4.26491108e-03
  -5.68655572e-03  1.49362868e-02]
 [ 2.44897533e+00 -4.35440178e-01 -1.98939041e-01 ... -1.47738318e-03
  -2.00548705e-03 -8.99951436e-03]
 [ 2.35077458e+00 -4.46863446e-01 -1.99916229e-01 ...  1.34186670e-02
   1.44186666e-02  1.40945389e-02]
 ...
 [ 2.19585184e+00  5.96436500e-01 -1.07398579e-01 ...  4.72423295e-02
  -5.60592982e-02 -7.83064487e-02]
 [ 1.72130787e+00  4.71572471e-01  3.52525119e-01 ... -1.70912760e-02
  -3.20265116e-02 -6.14814839e-03]
 [ 1.71619119e+00  4.94030906e-01  3.55187205e-01 ... -2.57262679e-03
  -2.98313267e-02 -3.76564348e-02]]","(98, 21)"
11,./Sample-kelapa/data/cut_sample/matang/wav/mtg13c.wav,mtg13c.wav,mature,"[[ 2.02633203e+00 -3.51239720e-01  2.31359349e-02 ...  2.16413170e-02
   3.35207914e-03 -8.82376034e-03]
 [ 2.03732173e+00 -3.22363751e-01  3.96207745e-02 ...  8.81063067e-03
   9.99384288e-03  4.00778797e-03]
 [ 2.02992058e+00 -3.11727092e-01  2.81616707e-02 ...  8.64297235e-03
   1.50495995e-03 -6.58267875e-03]
 ...
 [ 1.72578245e+00  4.35960574e-01  7.20457935e-02 ... -5.43908117e-02
  -2.06056292e-02  1.63293259e-02]
 [ 1.74771813e+00  4.62810908e-01  9.37485973e-02 ... -6.98521919e-02
  -2.96886683e-02  1.09982084e-02]
 [ 1.65626360e+00  3.83261990e-01  1.22723297e-01 ...  1.20097346e-02
  -2.72233039e-02 -5.88300336e-02]]","(98, 21)"
