,full_path,file_name,class_name,feature_array,feature_array_size
0,./Sample-kelapa/data/cut_sample/matang/wav/mtg10a.wav,mtg10a.wav,mature,"[[ 2.00009825e+00 -3.23122781e-01  1.55573374e-02 ... -1.35835816e-03
   2.93691381e-03 -1.54936636e-02]
 [ 2.02122263e+00 -2.93776390e-01  1.84971701e-02 ... -5.68463023e-03
   4.16707940e-03  1.60843270e-02]
 [ 2.03700220e+00 -3.10501154e-01  1.21652030e-02 ...  5.68238545e-03
  -5.18091721e-05  1.61588609e-02]
 ...
 [ 1.35246519e+00 -1.25170233e-01 -4.43595536e-02 ...  9.37382638e-04
   3.20934244e-03 -8.04036446e-03]
 [ 1.33225538e+00 -1.34225266e-01 -3.78483511e-02 ...  2.51733860e-03
   8.19235217e-03 -4.64940952e-03]
 [ 1.31965770e+00 -1.18918318e-01 -1.37023519e-02 ...  1.81411136e-02
   3.13759511e-02 -2.59051544e-03]]","(98, 17)"
1,./Sample-kelapa/data/cut_sample/matang/wav/mtg10b.wav,mtg10b.wav,mature,"[[ 2.03020507e+00 -3.08123169e-01  2.39846089e-02 ...  2.33897728e-03
   7.88719984e-03  1.48739254e-02]
 [ 2.01855074e+00 -3.29777927e-01 -9.38913831e-03 ...  1.55136292e-02
   2.93093401e-02 -6.35590888e-03]
 [ 2.03659487e+00 -2.85375464e-01  2.73765100e-02 ...  2.36165597e-02
   1.07293428e-02 -7.55923048e-03]
 ...
 [ 1.26827106e+00 -1.30633258e-01 -3.28671651e-02 ...  1.41069503e-02
   1.06713922e-02  3.13908271e-03]
 [ 1.27004043e+00 -1.60092751e-01 -2.49307532e-02 ... -9.64130945e-03
   6.54112452e-03  1.25811533e-03]
 [ 1.26492875e+00 -1.75092474e-01 -4.25794645e-02 ... -1.74889430e-03
  -7.86498284e-03 -1.43729513e-02]]","(98, 17)"
2,./Sample-kelapa/data/cut_sample/matang/wav/mtg10c.wav,mtg10c.wav,mature,"[[ 2.05320159e+00 -3.09262719e-01  1.03962221e-02 ...  1.78139143e-03
   1.16415080e-02 -6.31641415e-03]
 [ 2.02692944e+00 -3.33915695e-01  3.07541391e-02 ...  1.78769227e-02
   5.81789846e-03 -6.98168967e-03]
 [ 2.03456280e+00 -3.30492473e-01  3.20866352e-02 ... -4.80291810e-04
   1.75307155e-02  3.83043139e-03]
 ...
 [ 1.68172714e+00  3.11150855e-02 -4.14794868e-01 ...  9.24257971e-03
   2.38761344e-02 -1.03891042e-02]
 [ 1.59273563e+00  5.96956033e-02 -3.25155825e-01 ... -3.65931280e-02
  -2.22683375e-03  3.36589487e-02]
 [ 1.57446987e+00  6.63954818e-02 -3.63823919e-01 ... -4.32583317e-02
  -1.65489706e-03  4.50947936e-02]]","(98, 17)"
3,./Sample-kelapa/data/cut_sample/matang/wav/mtg11a.wav,mtg11a.wav,mature,"[[ 2.15249776e+00 -2.74588274e-01 -1.02026208e-02 ...  2.67905141e-02
   2.02792047e-03 -1.55323547e-02]
 [ 2.15987422e+00 -3.11206085e-01 -4.61252891e-02 ...  1.02632101e-02
   3.02996750e-04 -9.58369098e-03]
 [ 2.17426709e+00 -2.88335677e-01 -3.19292663e-02 ...  4.49423379e-03
   7.39165420e-03 -1.76888574e-02]
 ...
 [ 2.42485064e+00 -3.06886670e-01 -5.55023097e-01 ... -3.05204213e-02
  -6.54016175e-02 -4.02349844e-02]
 [ 2.37080730e+00 -2.78281416e-01 -5.41374363e-01 ... -2.32432206e-02
  -7.01230514e-02 -5.76456487e-02]
 [ 2.16546895e+00 -4.17780470e-01 -4.62344100e-01 ... -5.66376126e-03
   5.38454420e-03  2.20057002e-02]]","(98, 17)"
4,./Sample-kelapa/data/cut_sample/matang/wav/mtg11b.wav,mtg11b.wav,mature,"[[ 2.08543327e+00 -3.48263053e-01 -2.70085475e-02 ...  8.58927896e-03
  -1.09592446e-02 -9.88233316e-03]
 [ 2.07239308e+00 -3.36073351e-01 -1.78916419e-02 ...  8.95529810e-03
   1.74369943e-02 -5.41264056e-03]
 [ 2.07475240e+00 -3.36499091e-01 -8.42009351e-03 ...  6.66921575e-04
   7.46274675e-03 -2.82004230e-03]
 ...
 [ 1.77339196e+00 -5.19252443e-01 -1.40483722e-01 ...  9.40521763e-02
  -3.52381516e-02 -6.06049673e-02]
 [ 1.25777716e+00 -8.33497046e-02 -1.19374945e-02 ...  1.71022619e-02
   8.57564730e-03 -1.15608430e-02]
 [ 1.24733388e+00 -1.00796751e-01 -2.13744774e-02 ...  1.95982848e-02
   5.96550789e-03  3.18145454e-03]]","(98, 17)"
5,./Sample-kelapa/data/cut_sample/matang/wav/mtg11c.wav,mtg11c.wav,mature,"[[ 2.17030735e+00 -2.99511133e-01 -3.83391940e-02 ...  1.70597164e-02
   7.67843747e-03 -4.06830188e-03]
 [ 2.17139958e+00 -3.11329884e-01 -3.72250179e-02 ...  6.55541379e-03
   9.82857400e-04  4.39574806e-03]
 [ 2.18296281e+00 -2.92093601e-01 -3.57487813e-02 ...  2.06108592e-02
   2.03212507e-02  1.30709653e-02]
 ...
 [ 3.04449183e+00 -3.92230389e-01  1.59495922e-01 ...  7.96135282e-04
  -4.09374377e-02 -1.38316999e-02]
 [ 2.94988778e+00 -5.96379186e-01  7.96302162e-02 ... -6.96673715e-02
  -6.85107200e-02 -3.70603267e-02]
 [ 2.27667532e+00 -9.90139913e-01  1.03561452e-01 ... -4.00544748e-02
   2.12731390e-03  3.73704015e-02]]","(98, 17)"
6,./Sample-kelapa/data/cut_sample/matang/wav/mtg12a.wav,mtg12a.wav,mature,"[[nan nan nan ... nan nan nan]
 [nan nan nan ... nan nan nan]
 [nan nan nan ... nan nan nan]
 ...
 [nan nan nan ... nan nan nan]
 [nan nan nan ... nan nan nan]
 [nan nan nan ... nan nan nan]]","(98, 17)"
7,./Sample-kelapa/data/cut_sample/matang/wav/mtg12b.wav,mtg12b.wav,mature,"[[nan nan nan ... nan nan nan]
 [nan nan nan ... nan nan nan]
 [nan nan nan ... nan nan nan]
 ...
 [nan nan nan ... nan nan nan]
 [nan nan nan ... nan nan nan]
 [nan nan nan ... nan nan nan]]","(98, 17)"
8,./Sample-kelapa/data/cut_sample/matang/wav/mtg12c.wav,mtg12c.wav,mature,"[[ 2.19006599e+00 -3.87716514e-01  1.13678783e-02 ... -9.50857996e-03
   3.49764641e-02  1.71034721e-02]
 [ 2.12304016e+00 -3.95219303e-01  7.12593233e-03 ...  1.16568637e-03
   2.84354965e-02 -2.38143435e-04]
 [ 2.13190912e+00 -3.82028085e-01  6.53743242e-03 ... -1.20997490e-03
   2.85488923e-02 -1.96336514e-02]
 ...
 [ 2.42348731e+00 -3.54590891e-01 -5.12836704e-01 ...  8.94349396e-02
  -1.29297886e-03 -4.45642339e-03]
 [ 2.42334337e+00 -3.85313492e-01 -5.00841119e-01 ...  9.90932251e-02
   2.14888975e-02 -1.31703248e-02]
 [ 1.85642713e+00 -3.74909595e-01 -5.84531075e-01 ...  6.72711102e-02
   1.68596157e-02 -1.62120280e-02]]","(98, 17)"
9,./Sample-kelapa/data/cut_sample/matang/wav/mtg13a.wav,mtg13a.wav,mature,"[[ 2.48132845e+00 -5.35641247e-01 -6.59678228e-02 ... -2.38686592e-02
   9.32329108e-04  2.17723605e-02]
 [ 2.40990633e+00 -5.04482897e-01 -5.78635082e-02 ... -2.71107127e-02
   2.33999874e-02  3.91837892e-02]
 [ 2.40737504e+00 -4.62565486e-01 -2.63199576e-02 ... -2.12135842e-02
   7.43561017e-03  1.78663195e-02]
 ...
 [ 3.19698481e+00 -3.55326013e-01  1.07344353e-01 ... -7.51099181e-02
  -2.43692246e-02 -1.42671930e-02]
 [ 3.10856227e+00 -2.80633095e-01  3.36499900e-02 ... -3.37818089e-02
   4.99013138e-02  2.56389927e-02]
 [ 2.65495943e+00 -3.66021262e-01 -1.61788353e-01 ... -1.48427291e-02
   6.01269591e-02  6.90628226e-02]]","(98, 17)"
